"transaction_id","procedure_id","trans_group_id","trans_group_ar","trans_group_en","procedure_name_ar","procedure_name_en","instance_date","property_type_id","property_type_ar","property_type_en","property_sub_type_id","property_sub_type_ar","property_sub_type_en","property_usage_ar","property_usage_en","reg_type_id","reg_type_ar","reg_type_en","area_id","area_name_ar","area_name_en","building_name_ar","building_name_en","project_number","project_name_ar","project_name_en","master_project_en","master_project_ar","nearest_landmark_ar","nearest_landmark_en","nearest_metro_ar","nearest_metro_en","nearest_mall_ar","nearest_mall_en","rooms_ar","rooms_en","has_parking","procedure_area","actual_worth","meter_sale_price","rent_value","meter_rent_price","no_of_parties_role_1","no_of_parties_role_2","no_of_parties_role_3"
"1-11-2019-5820","11","1","مبايعات","Sales","بيع","Sell","25-06-2019","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","410","نخلة جميرا","Palm Jumeirah","المسلي","Al Msalli",null,"","","Palm Jumeirah","نخلة جميرا","برج العرب","Burj Al Arab","نخلة جميرا","Palm Jumeirah","مارينا مول","Marina Mall","غرفتين","2 B/R","1","144.07","2450000","17005.62",null,null,"1","1","0"
"1-95-2021-28","95","1","مبايعات","Sales","تسجيل حق منفعة مؤجل","Delayed Development","21-04-2021","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","484","ند حصة","Nadd Hessa","أكسس سيلفر","AXIS SILVER","1616","آكسيس سيلفر","AXIS SILVER","Silicon Oasis","واحة السيليكون","آي إم جي وورلد أدفينتشرز","IMG World Adventures","","","","","غرفة","1 B/R","1","75.45","645598","8556.63",null,null,"1","1","0"
"1-102-2012-4622","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","12-11-2012","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","334","الجداف","Al Jadaf","D1","D1","623","D1","D1","Culture Village","قرية الثقافة","مطار دبي الدولي","Dubai International Airport","محطة مترو الجداف","Al Jadaf Metro Station","سيتي سنتر مردف","City Centre Mirdif","ثلاث غرف","3 B/R","1","242.52","3332952","13743.00",null,null,"1","1","0"
"1-41-2020-4013","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","20-07-2020","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","507","اليلايس 2","Al Yelayiss 2","حياة بوليفارد - 2 أ","Hayat Boulevard-2A","1755","حياة بوليفارد","HAYAT BOULEVARD","TOWN SQUARE","تاون سكوير","دورة دبي للدراجات","Dubai Cycling Course","","","","","غرفتين","2 B/R","1","82.38","825888","10025.35",null,null,"1","1","0"
"1-102-2021-9103","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","15-06-2021","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","390","برج خليفة","Burj Khalifa","برج كراون","Burj Crown","2201","برج كراون","Burj Crown","Burj Khalifa","برج خليفة","برج خليفة","Burj Khalifa","محطة مترو بوج خليفة دبي مول","Buj Khalifa Dubai Mall Metro Station","مول دبي","Dubai Mall","ثلاث غرف","3 B/R","1","125.85","1988666","15801.88",null,null,"1","1","0"
"1-41-2010-8832","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","04-11-2010","3","وحدة","Unit","42","مكتب","Office","تجاري","Commercial","1","العقارات القائمة","Existing Properties","350","الثنيه الخامسة","Al Thanyah Fifth","ارمادا 2","ARMADA 2","1260","أبراج أرمادا","ARMADA TOWERS","Jumeirah Lakes Towers"," ابراج بحيرات الجميرا","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","محطة مترو مارينا مول","Marina Mall Metro Station","مارينا مول","Marina Mall","مكتب","Office","1","95.19","1097731","11532.00",null,null,"1","1","0"
"1-102-2016-6153","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","24-05-2016","3","وحدة","Unit","101","شقة فندقية","Hotel Apartment","ضيافة","Hospitality ","0","على الخارطة","Off-Plan Properties","441","البرشاء جنوب الرابعة","Al Barsha South Fourth","غالية","GHALIA","1505","غالية","GHALIA","Jumeirah Village Circle","قرية جميرا الدائرية","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","محطة مترو النخيل","Nakheel Metro Station","مارينا مول","Marina Mall","استوديو","Studio","1","43.48","540000","12419.50",null,null,"1","2","0"
"1-11-2022-29355","11","1","مبايعات","Sales","بيع","Sell","22-11-2022","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","441","البرشاء جنوب الرابعة","Al Barsha South Fourth","دايموند فيوز 3","DIAMOND VIEWS 3","1427","مناظر الماس 3","DIAMOND VIEWS 3","Jumeirah Village Circle","قرية جميرا الدائرية","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","مدينة دبي للإنترنت","Dubai Internet City","مول الإمارات","Mall of the Emirates","غرفة","1 B/R","1","67.29","420000","6241.64",null,null,"1","2","0"
"2-13-2018-3427","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","23-04-2018","1","أرض","Land",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","397","الخوانيج الثانية","Al Khawaneej Second","","",null,"","","","","","","","","","","","","0","1134.08","800000","705.42",null,null,"1","1","0"
"1-11-2008-203364","11","1","مبايعات","Sales","بيع","Sell","16-06-2008","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","351","الثنيه الثالثة","Al Thanyah Third","الظفرة1","Al Dhafrah-1",null,"","","The Greens","الروضة","برج العرب","Burj Al Arab","مدينة دبي للإنترنت","Dubai Internet City","مارينا مول","Marina Mall","غرفة","1 B/R","1","69.40","1250000","18011.53",null,null,"1","1","0"
"1-11-2022-25346","11","1","مبايعات","Sales","بيع","Sell","17-10-2022","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","330","مرسى دبي","Marsa Dubai","مارينا وورف 1","Marina Wharf 1","271","مارينا وارف الأول","MARINA WHARF I","Dubai Marina","دبي مارينا","برج العرب","Burj Al Arab","مساكن شاطئ جميرا","Jumeirah Beach Residency","مارينا مول","Marina Mall","غرفتين","2 B/R","1","109.68","1285000","11715.90",null,null,"1","1","0"
"1-41-2022-21702","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","07-12-2022","1","أرض","Land",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","451","الحبيه الخامسة","Al Hebiah Fifth","","","2335","داماك لاجونز - نيس 1","DAMAC LAGOONS - NICE 1","DAMAC Lagoons","داماك لاغون","","","","","","","","","0","221.61","2567000","11583.41",null,null,"1","1","0"
"1-41-2009-2967","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","17-12-2009","4","فيلا","Villa",null,"","","تجاري","Commercial","1","العقارات القائمة","Existing Properties","350","الثنيه الخامسة","Al Thanyah Fifth","","","1282","جميرا بارك","JUMEIRAH PARK ","Jumeirah Park","جميرا بارك","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","برج هاربور","Harbour Tower","ابن بطوطة مول","Ibn-e-Battuta Mall","","","0","679.96","2676500","3936.26",null,null,"1","1","0"
"1-11-2008-1305","11","1","مبايعات","Sales","بيع","Sell","24-03-2008","1","أرض","Land",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","296","الرويه","Al Ruwayyah","","",null,"","","The Villa","ذا فيلا","","","","","","","","","0","563.27","758000","1345.71",null,null,"1","1","0"
"1-11-2012-12773","11","1","مبايعات","Sales","بيع","Sell","09-07-2012","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","526","الخليج التجارى","Business Bay","كلايتون ريسيدنسي","CLAYTON RESIDENCY","60","كلايتون ريزيدنس","CLAYTON RESIDENCY","Business Bay","الخليج التجاري","وسط مدينة دبي","Downtown Dubai","محطة مترو الخليج التجاري","Business Bay Metro Station","مول دبي","Dubai Mall","غرفة","1 B/R","1","74.66","640000","8572.19",null,null,"1","1","0"
"1-11-2013-7160","11","1","مبايعات","Sales","بيع","Sell","06-03-2013","3","وحدة","Unit","23","محل","Shop","تجاري","Commercial","1","العقارات القائمة","Existing Properties","343","ورسان الاولى","Al Warsan First","Z02","Z02",null,"","","International City Phase 1","المدينة العالمية - المرحلة الاولى","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","محل","Shop","0","47.00","300000","6382.98",null,null,"1","1","0"
"1-102-2007-7853","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","10-08-2009","3","وحدة","Unit","42","مكتب","Office","تجاري","Commercial","0","على الخارطة","Off-Plan Properties","466","وادي الصفا 4","Wadi Al Safa 4","I & M TOWER","I & M TOWER","966","أي أند ام تاور","I & M TOWER","City Of Arabia","ستي اوف ارابيا","آي إم جي وورلد أدفينتشرز","IMG World Adventures","","","","","مكتب","Office","0","109.81","1130760","10297.42",null,null,"1","1","0"
"1-107-2007-167","107","1","مبايعات","Sales","تسجيل إيجارة تنتهى بالتملك - تسجيل مبدئى","Lease to Own Registration Pre-Registration","27-05-2009","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","441","البرشاء جنوب الرابعة","Al Barsha South Fourth","الصيف 2","SUMMER 2","1306","مجتمع المواسم- الصيف","SEASONS COMMUNITY- SUMMER","Jumeirah Village Circle","قرية جميرا الدائرية","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","مدينة دبي للإنترنت","Dubai Internet City","مارينا مول","Marina Mall","غرفتين","2 B/R","1","157.01","1284400","8180.37",null,null,"2","2","2"
"1-102-2016-339","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","19-01-2016","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","485","معيصم الأول","Me'Aisem First","افنان 2","AFNAN 2","1672","ميدتاون - أفنان","MIDTOWN - AFNAN","International Media Production Zone","المنطقة العالمية للإنتاج الإعلامي","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","برج هاربور","Harbour Tower","ابن بطوطة مول","Ibn-e-Battuta Mall","غرفة","1 B/R","1","57.93","643888","11114.93",null,null,"1","1","0"
"1-41-2015-7088","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","02-11-2015","1","أرض","Land",null,"","","تجاري","Commercial","1","العقارات القائمة","Existing Properties","445","جبل علي الأولى","Jabal Ali First","","",null,"","","Al Furjan","الفرجان","موقع إكسبو 2020","Expo 2020 Site","محطة مترو ابن بطوطة","Ibn Battuta Metro Station","ابن بطوطة مول","Ibn-e-Battuta Mall","","","0","600.00","1383000","2305.00",null,null,"1","1","0"
"1-11-2015-18687","11","1","مبايعات","Sales","بيع","Sell","22-12-2015","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","330","مرسى دبي","Marsa Dubai","بارك ايلاند فيرفيلد","Park Island Fairfield","1458","جزر المتنزه","PARK ISLANDS","Dubai Marina","دبي مارينا","برج العرب","Burj Al Arab","مساكن شاطئ الجميرا","Jumeirah Beach Resdency","مارينا مول","Marina Mall","غرفة","1 B/R","1","84.45","1570000","18590.88",null,null,"1","1","0"
"3-9-2017-1860","9","3","هبات","Gifts","هبه","Grant","02-10-2017","2","مبنى","Building",null,"","","تجاري","Commercial","1","العقارات القائمة","Existing Properties","441","البرشاء جنوب الرابعة","Al Barsha South Fourth","","",null,"","","Jumeirah Village Circle","قرية جميرا الدائرية","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","محطة مترو النخيل","Nakheel Metro Station","مارينا مول","Marina Mall","","","0","2340.00","4533755","1937.50",null,null,"1","1","0"
"1-41-2017-4853","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","25-09-2017","1","أرض","Land",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","482","حدائق الشيخ محمد بن راشد","Hadaeq Sheikh Mohammed Bin Rashid","","","1931","3 سدره","Sidra 3","DUBAI HILLS - SIDRA 3","دبي هيليز - سيدرا 3","قرية عالمية","Global Village","محطة مترو بنك أبوظبي الأول","First Abu Dhabi Bank Metro Station","مول الإمارات","Mall of the Emirates","","","0","432.00","4061888","9402.52",null,null,"1","2","0"
"1-11-2018-9383","11","1","مبايعات","Sales","بيع","Sell","27-09-2018","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","442","البرشاء جنوب الخامسة","Al Barsha South Fifth","لا ريزيدنيس","LA RESIDENCE",null,"","","Jumeirah Village Triangle","قرية جميرا المثلثة","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","برج هاربور","Harbour Tower","ابن بطوطة مول","Ibn-e-Battuta Mall","غرفة","1 B/R","1","77.76","897613","11543.38",null,null,"1","1","0"
"2-13-2020-7512","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","05-10-2020","1","أرض","Land",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","406","ند الشبا الرابعه","Nad Al Shiba Fourth","","",null,"","","","","","","","","","","","","0","1581.70","750000","474.17",null,null,"1","1","0"
"1-45-2021-347","45","1","مبايعات","Sales","بيع حق منفعة","Sell Development","24-05-2021","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","484","ند حصة","Nadd Hessa","بارك تيرس","PARK TERRACE","475","سيليكون بوليفارد","SILICON BOULEVARD","Silicon Oasis","واحة السيليكون","آي إم جي وورلد أدفينتشرز","IMG World Adventures","","","","","غرفتين","2 B/R","1","134.90","508222","3767.40",null,null,"1","1","0"
"1-41-2021-7926","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","04-08-2021","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","449","اليفره 2","Al Yufrah 2","","","1550","داماك هيلز (2) - جونيبر","DAMAC HILLS (2) - JUNIPER","DAMAC HILLS 2","داماك هيليز 2","دورة دبي للدراجات","Dubai Cycling Course","","","","","","","0","174.80","1329000","7602.97",null,null,"1","2","0"
"2-13-2021-13007","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","14-10-2021","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","",null,"","","Springs - 3","الينابيع - 3","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","محطة مترو النخيل","Nakheel Metro Station","مارينا مول","Marina Mall","غرفتين","2 B/R","0","283.51","1252000","4416.07",null,null,"2","1","0"
"2-110-2022-163","110","2","رهون","Mortgages","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","18-05-2022","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","445","جبل علي الأولى","Jabal Ali First","","",null,"","","Al Furjan","الفرجان","موقع إكسبو 2020","Expo 2020 Site","محطة مترو ابن بطوطة","Ibn Battuta Metro Station","ابن بطوطة مول","Ibn-e-Battuta Mall","","","0","609.39","3591250","5893.19","3591250","5893","2","2","2"
"1-102-2022-18296","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","04-07-2022","3","وحدة","Unit","101","شقة فندقية","Hotel Apartment","ضيافة","Hospitality ","0","على الخارطة","Off-Plan Properties","526","الخليج التجارى","Business Bay","أيكون سيتي ? تاور بي","AYKON CITY-TOWER B","1726","مدينة أيكون","AYKON CITY ","","","وسط مدينة دبي","Downtown Dubai","محطة مترو الخليج التجاري","Business Bay Metro Station","مول دبي","Dubai Mall","غرفة","1 B/R","1","65.03","1435000","22066.74",null,null,"1","1","0"
"1-41-2022-12562","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","26-07-2022","1","أرض","Land",null,"","","تجاري","Commercial","1","العقارات القائمة","Existing Properties","445","جبل علي الأولى","Jabal Ali First","","","2337","تلال الفرجان - المرحلة الثانية","Tilal AL Furjan- Phase Two","Al Furjan","الفرجان","","","","","","","","","0","588.96","4538800","7706.47",null,null,"1","2","0"
"1-102-2023-6508","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","09-02-2023","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","526","الخليج التجارى","Business Bay","بينيسولا فور","Peninsula Four","2461","بينينسولا فور","Peninsula Four","Business Bay","الخليج التجاري","وسط مدينة دبي","Downtown Dubai","محطة مترو الخليج التجاري","Business Bay Metro Station","مول دبي","Dubai Mall","استوديو","Studio","1","49.01","1399000","28545.19",null,null,"1","1","0"
"1-41-2023-6296","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","29-03-2023","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","447","الخيران الأولى","Al Khairan First","ريك جيت تاور 2 ","Creek Gate Tower 2","1813","كريك جيت","Creek Gate","The Lagoons","الخيران","مطار دبي الدولي","Dubai International Airport","محطة مترو الخور","Creek Metro Station","سيتي سنتر مردف","City Centre Mirdif","غرفتين","2 B/R","1","192.59","2750000","14279.04",null,null,"1","1","0"
"1-110-2011-3028","110","1","مبايعات","Sales","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","12-01-2012","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","467","وادي الصفا 5","Wadi Al Safa 5","سكاي كورتس D","Skycourts Tower D","794","سكاي كورتس","SKY COURTS","Residential Complex","ريزيدينتشل كموبليكس","آي إم جي وورلد أدفينتشرز","IMG World Adventures","","","","","غرفتين","2 B/R","1","98.73","866938","8780.90",null,null,"2","2","2"
"2-110-2010-2915","110","2","رهون","Mortgages","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","27-12-2010","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","443","الثنيه الأولى","Al Thanyah First","ماديسون ريزدنسي","Madison Residency","54","ماديسون ريزيدنس","MADISON RESIDENCY","TECOM Site C","تيكوم سايت سي","برج العرب","Burj Al Arab","مدينة دبي للإنترنت","Dubai Internet City","مول الإمارات","Mall of the Emirates","استوديو","Studio","1","60.68","940005","15491.18","940005","15491","2","2","2"
"2-110-2009-201186","110","2","رهون","Mortgages","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","15-06-2009","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","390","برج خليفة","Burj Khalifa","ينسون 5","YANSOON 5",null,"","","Burj Khalifa","برج خليفة","وسط مدينة دبي","Downtown Dubai","محطة مترو بوج خليفة دبي مول","Buj Khalifa Dubai Mall Metro Station","مول دبي","Dubai Mall","غرفتين","2 B/R","1","115.01","2243782","19509.45","2243782","19509","2","2","4"
"1-11-2009-194","11","1","مبايعات","Sales","بيع","Sell","26-01-2009","4","فيلا","Villa",null,"","","تجاري","Commercial","1","العقارات القائمة","Existing Properties","410","نخلة جميرا","Palm Jumeirah","","",null,"","","Palm Jumeirah","نخلة جميرا","برج العرب","Burj Al Arab","مينا السياحي","Mina Seyahi","مارينا مول","Marina Mall","","","0","622.63","2800000","4497.05",null,null,"1","1","0"
"1-11-2009-208431","11","1","مبايعات","Sales","بيع","Sell","21-04-2009","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","410","نخلة جميرا","Palm Jumeirah","الحلاوي","Al Hallawi",null,"","","Palm Jumeirah","نخلة جميرا","برج العرب","Burj Al Arab","نخلة جميرا","Palm Jumeirah","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","1","204.42","1150000","5625.67",null,null,"1","1","0"
"2-110-2013-2190","110","2","رهون","Mortgages","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","04-10-2013","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","330","مرسى دبي","Marsa Dubai","ايليت ريزيدينس","ELITE RESIDENCE","227","إيليت ريزيدنس","ELITE RESIDENCE","Dubai Marina","دبي مارينا","برج العرب","Burj Al Arab","مينا السياحي","Mina Seyahi","مارينا مول","Marina Mall","غرفة","1 B/R","1","89.12","1040000","11669.66","1040000","11670","2","2","2"
"1-11-2015-89","11","1","مبايعات","Sales","بيع","Sell","05-01-2015","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","343","ورسان الاولى","Al Warsan First","بريم يزيدنس 1","Prime Residence 1","231","برايم ريزدنسي 1 ","PRIME RESIDENCY1","International City Phase 1","المدينة العالمية - المرحلة الاولى","","","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","غرفة","1 B/R","1","58.25","490760","8425.06",null,null,"1","1","0"
"1-102-2006-7683","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","17-06-2010","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","435","الحبيه الرابعة","Al Hebiah Fourth","EDEN GARDEN","EDEN GARDEN","510","عدن جاردن","EDEN GARDEN","Dubai Sports City","مدينة دبي الرياضية","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","محطة مترو النخيل","Nakheel Metro Station","مارينا مول","Marina Mall","استوديو","Studio","1","40.69","327000","8036.37",null,null,"1","2","0"
"1-41-2017-3705","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","28-06-2017","1","أرض","Land",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","528","اليفره 3","Al Yufrah 3","","","1803","داماك هيلز ( 2 ) - باسوود","DAMAC HILLS (2) - BASSWOOD ","DAMAC HILLS 2","داماك هيليز 2","","","","","","","","","0","112.24","1151000","10254.81",null,null,"1","1","0"
"1-102-2018-6658","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","08-05-2018","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","0","على الخارطة","Off-Plan Properties","482","حدائق الشيخ محمد بن راشد","Hadaeq Sheikh Mohammed Bin Rashid","","","1899"," III ميبل","Maple III","DUBAI HILLS - MAPLE 3","دبي هيليز - مابل 3","قرية عالمية","Global Village","محطة مترو بنك أبوظبي الأول","First Abu Dhabi Bank Metro Station","مول الإمارات","Mall of the Emirates","أربع غرف","4 B/R","0","282.50","2626888","9298.72",null,null,"1","2","0"
"1-11-2019-7843","11","1","مبايعات","Sales","بيع","Sell","29-08-2019","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","330","مرسى دبي","Marsa Dubai","THE RESIDENCE AT MARINA GATE 2","THE RESIDENCE AT MARINA GATE 2","1547","ريزيدنس أت مارينا جيت 2 ","THE RESIDENCES AT MARINA GATE 2","","","برج العرب","Burj Al Arab","ابراج مارينا","Marina Towers","مارينا مول","Marina Mall","غرفتين","2 B/R","1","114.21","1882500","16482.79",null,null,"1","1","0"
"1-11-2021-2131","11","1","مبايعات","Sales","بيع","Sell","10-02-2021","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","350","الثنيه الخامسة","Al Thanyah Fifth","برج الكونكورد 1","CONCORDE TOWER 1","883"," كونكورد تاور","CONCORDE TOWER","Jumeirah Lakes Towers"," ابراج بحيرات الجميرا","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","أبراج بحيرات جميرا","Jumeirah Lakes Towers","مارينا مول","Marina Mall","غرفة","1 B/R","1","138.68","600000","4326.51",null,null,"1","1","0"
"1-11-2021-18376","11","1","مبايعات","Sales","بيع","Sell","14-10-2021","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","334","الجداف","Al Jadaf","بلازو فيرساتشثي","PALAZZO VERSACE","624","بالازو فيرساتشي","PALAZZO VERSACE","Culture Village","قرية الثقافة","مطار دبي الدولي","Dubai International Airport","محطة مترو الجداف","Al Jadaf Metro Station","سيتي سنتر مردف","City Centre Mirdif","غرفتين","2 B/R","1","187.40","2891662","15430.43",null,null,"1","1","0"
"1-41-2022-11975","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","15-07-2022","1","أرض","Land",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","451","الحبيه الخامسة","Al Hebiah Fifth","","","2330","داماك لاجونز - كوستا برافا 2","DAMAC LAGOONS - COSTA BRAVA (2)","DAMAC Lagoons","داماك لاغون","","","","","","","","","0","206.43","2677000","12968.08",null,null,"1","1","0"
"1-11-2022-29958","11","1","مبايعات","Sales","بيع","Sell","28-11-2022","4","فيلا","Villa",null,"","","تجاري","Commercial","1","العقارات القائمة","Existing Properties","350","الثنيه الخامسة","Al Thanyah Fifth","","","1369","جميرا بارك 7A","JUMEIRAH PARK 7A","Jumeirah Park","جميرا بارك","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","","","0","534.00","5000000","9363.30",null,null,"1","1","0"
"1-102-2023-978","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","05-01-2023","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","412","المركاض","Al Merkadh","عزيزي ريفييرا 4","Azizi Riviera 4","1942","عزيزي ريفييرا 4","Azizi Riviera 4","","","وسط مدينة دبي","Downtown Dubai","محطة مترو بوج خليفة دبي مول","Buj Khalifa Dubai Mall Metro Station","مول دبي","Dubai Mall","غرفة","1 B/R","1","56.30","849466","15088.21",null,null,"1","1","0"
"2-13-2006-1433","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","31-10-2006","4","فيلا","Villa",null,"","","تجاري","Commercial","1","العقارات القائمة","Existing Properties","350","الثنيه الخامسة","Al Thanyah Fifth","","",null,"","","Jumeirah Islands","جزر جميرا","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","محطة مترو مارينا مول","Marina Mall Metro Station","مارينا مول","Marina Mall","","","0","1001.95","2888000","2882.38",null,null,"5","1","0"
"2-14-2001-114","14","2","رهون","Mortgages","تعديل رهن","Modify Mortgage","10-09-2001","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","359","الطوار الثالثه","Al Twar Third","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو اتصالات","Etisalat Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","1578.98","1261883","799.18",null,null,"1","1","0"
"2-13-2012-3295","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","23-08-2012","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","444","الحبيه الاولى","Al Hebiah First","","",null,"","","Motor City","موتور ستي","موتور سيتي","Motor City","مدينة دبي للإنترنت","Dubai Internet City","مول الإمارات","Mall of the Emirates","أربع غرف","4 B/R","0","943.06","2000000","2120.76",null,null,"2","1","0"
